   0.27509, -1.71165,  0.00000;
  -1.70919, -0.29414,  0.00000;
  -0.28354, -0.03194,  0.00000;
  -0.57708,  0.20234,  0.00000;
  -0.65563, -1.52910,  0.00000;
   0.05483, -0.00564,  0.00000;
   1.29817, -1.11689,  0.00000;
  -2.40087, -0.87148,  0.00000;
   0.53846, -0.19488,  0.00000;
   0.26557, -0.58348,  0.00000;
   0.15405,  1.11663,  0.00000;
   0.19666,  0.41010,  0.00000;
   0.38872,  0.02877,  0.00000;
   0.44944, -0.25385,  0.00000;
   1.20455, -0.44797,  0.00000;
   0.07716, -0.11257,  0.00000;
   0.47401, -0.80586,  0.00000;
  -0.21949, -0.79353,  0.00000;
   0.94571,  0.88500,  0.00000;
   0.45676, -0.32882,  0.00000;
  -0.08267,  0.91766,  0.00000;
   0.58388, -1.52337,  0.00000;
   1.04039, -0.16753,  0.00000;
  -0.18925,  0.35674,  0.00000;
   0.71510, -1.44877,  0.00000;
  -0.24490, -0.57817,  0.00000;
  -1.82547,  0.39918,  0.00000;
  -1.08765, -0.56497,  0.00000;
   1.24308,  0.69314,  0.00000;
   0.42738, -0.05348,  0.00000;
   0.49685,  0.03789,  0.00000;
   1.02154, -0.14889,  0.00000;
   0.33209,  1.23750,  0.00000;
  -0.58640,  0.20723,  0.00000;
   0.24451, -1.77289,  0.00000;
  -0.81288, -0.22687,  0.00000;
  -0.52103,  0.33777,  0.00000;
  -0.41398, -0.50163,  0.00000;
   0.19598,  0.74123,  0.00000;
   0.24589,  0.66476,  0.00000;
  -1.17006, -0.81386,  0.00000;
   0.32864, -1.23187,  0.00000;
   0.66790,  0.37635,  0.00000;
  -3.34157, -1.06136,  0.00000;
  -0.88891,  0.62490,  0.00000;
  -2.49804, -0.76423,  0.00000;
  -0.39104, -0.77355,  0.00000;
  -1.64271,  0.14122,  0.00000;
  -1.00155,  0.54507,  0.00000;
   0.82449,  1.18625,  0.00000;
  -0.53332, -0.23015,  0.00000;
   0.61262, -1.00186,  0.00000;
  -0.00584, -1.18660,  0.00000;
   1.46904,  0.24603,  0.00000;
   0.79098, -0.06095,  0.00000;
   0.39184, -1.05670,  0.00000;
   0.49462,  0.28772,  0.00000;
  -0.36139,  0.55661,  0.00000;
   0.21109,  0.56879,  0.00000;
  -0.33558, -0.28162,  0.00000;
   0.13222,  0.27002,  0.00000;
   0.44874,  0.89852,  0.00000;
   0.45904,  0.70484,  0.00000;
  -0.78712,  0.41515,  0.00000;
   0.53510, -0.20556,  0.00000;
  -0.35160,  0.55024,  0.00000;
  -0.75504,  0.29345,  0.00000;
   0.15911, -0.09708,  0.00000;
  -0.35807, -0.99207,  0.00000;
   1.64576, -0.32333,  0.00000;
   0.31949, -0.75359,  0.00000;
   1.64544, -0.52034,  0.00000;
  -0.34478,  0.64401,  0.00000;
   1.98747,  1.18066,  0.00000;
   1.00988,  0.43859,  0.00000;
   1.37720,  0.58473,  0.00000;
   0.98283, -0.36500,  0.00000;
   1.07155, -0.19939,  0.00000;
   0.39635, -1.24400,  0.00000;
   0.25185, -0.85138,  0.00000;
  -0.24529, -1.41632,  0.00000;
   2.11463, -1.86523,  0.00000;
   1.48517, -0.77407,  0.00000;
   0.49441,  0.00024,  0.00000;
  -0.87030,  0.23713,  0.00000;
   0.85512, -0.61579,  0.00000;
  -0.41011,  1.09810,  0.00000;
  -0.37744, -0.23852,  0.00000;
  -0.25245,  0.92084,  0.00000;
   1.09151, -0.32573,  0.00000;
  -0.89098, -2.25174,  0.00000;
   0.03212,  1.22772,  0.00000;
   0.02746,  1.42151,  0.00000;
  -1.00023,  0.67861,  0.00000;
  -0.48369,  1.89658,  0.00000;
